title,authors,summary,comment,journal_ref,doi,entry_id,updated,published,primary_category,categories,links,pdf_url
An Active Learning Framework for Efficient Robust Policy Search,"['Sai Kiran Narayanaswami', 'Nandan Sudarsanam', 'Balaraman Ravindran']","Robust Policy Search is the problem of learning policies that do not degrade
in performance when subject to unseen environment model parameters. It is
particularly relevant for transferring policies learned in a simulation
environment to the real world. Several existing approaches involve sampling
large batches of trajectories which reflect the differences in various possible
environments, and then selecting some subset of these to learn robust policies,
such as the ones that result in the worst performance. We propose an active
learning based framework, EffAcTS, to selectively choose model parameters for
this purpose so as to collect only as much data as necessary to select such a
subset. We apply this framework using Linear Bandits, and experimentally
validate the gains in sample efficiency and the performance of our approach on
standard continuous control tasks. We also present a Multi-Task Learning
perspective to the problem of Robust Policy Search, and draw connections from
our proposed framework to existing work on Multi-Task Learning.","9 pages, 6 figures",,10.1145/3493700.3493712,http://arxiv.org/abs/1901.00117v2,2021-11-21 01:02:47+00:00,2019-01-01 08:50:47+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.RO', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1145/3493700.3493712', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/1901.00117v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00117v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00117v2
Realizing data features by deep nets,"['Zheng-Chu Guo', 'Lei Shi', 'Shao-Bo Lin']","This paper considers the power of deep neural networks (deep nets for short)
in realizing data features. Based on refined covering number estimates, we find
that, to realize some complex data features, deep nets can improve the
performances of shallow neural networks (shallow nets for short) without
requiring additional capacity costs. This verifies the advantage of deep nets
in realizing complex features. On the other hand, to realize some simple data
feature like the smoothness, we prove that, up to a logarithmic factor, the
approximation rate of deep nets is asymptotically identical to that of shallow
nets, provided that the depth is fixed. This exhibits a limitation of deep nets
in realizing simple features.","12 pages, 2 figures",,,http://arxiv.org/abs/1901.00130v1,2019-01-01 11:00:44+00:00,2019-01-01 11:00:44+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00130v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00130v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00130v1
A Theoretical Analysis of Deep Q-Learning,"['Jianqing Fan', 'Zhaoran Wang', 'Yuchen Xie', 'Zhuoran Yang']","Despite the great empirical success of deep reinforcement learning, its
theoretical foundation is less well understood. In this work, we make the first
attempt to theoretically understand the deep Q-network (DQN) algorithm (Mnih et
al., 2015) from both algorithmic and statistical perspectives. In specific, we
focus on a slight simplification of DQN that fully captures its key features.
Under mild assumptions, we establish the algorithmic and statistical rates of
convergence for the action-value functions of the iterative policy sequence
obtained by DQN. In particular, the statistical error characterizes the bias
and variance that arise from approximating the action-value function using deep
neural network, while the algorithmic error converges to zero at a geometric
rate. As a byproduct, our analysis provides justifications for the techniques
of experience replay and target network, which are crucial to the empirical
success of DQN. Furthermore, as a simple extension of DQN, we propose the
Minimax-DQN algorithm for zero-sum Markov game with two players. Borrowing the
analysis of DQN, we also quantify the difference between the policies obtained
by Minimax-DQN and the Nash equilibrium of the Markov game in terms of both the
algorithmic and statistical rates of convergence.",65 pages,,,http://arxiv.org/abs/1901.00137v3,2020-02-24 02:40:28+00:00,2019-01-01 11:41:23+00:00,cs.LG,"['cs.LG', 'math.OC', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00137v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00137v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00137v3
Algorithmically Efficient Syntactic Characterization of Possibility Domains,"['Josep Díaz', 'Lefteris Kirousis', 'Sofia Kokonezi', 'John Livieratos']","In the field of Judgment Aggrgation, a domain, that is a subset of a
Cartesian power of $\{0,1\}$, is considered to reflect abstract rationality
restrictions on vectors of two-valued judgments on a number of issues. We are
interested in the ways we can aggregate the positions of a set of individuals,
whose positions over each issue form vectors of the domain, by means of
unanimous (idempotent) functions, whose output is again an element of the
domain. Such functions are called non-dictatorial, when their output is not
simply the positions of a single individual. Here, we consider domains
admitting various kinds of non-dictatorial aggregators, which reflect various
properties of majority aggregation: (locally) non-dictatorial, generalized
dictatorships, anonymous, monotone, StrongDem and systematic. We show that
interesting and, in some sense, democratic voting schemes are always provided
by domains that can be described by propositional formulas of specific
syntactic types we define. Furthermore, we show that we can efficiently
recognize such formulas and that, given a domain, we can both efficiently check
if it is described by such a formula and, in case it is, construct it. Our
results fall in the realm of classical results concerning the syntactic
characterization of domains with specific closure properties, like domains
closed under logical AND which are the models of Horn formulas. The techniques
we use to obtain our results draw from judgment aggregation as well as
propositional logic and universal algebra.",39 pages,,,http://arxiv.org/abs/1901.00138v3,2019-09-03 08:45:57+00:00,2019-01-01 11:45:59+00:00,cs.CC,['cs.CC'],"[arxiv.Result.Link('http://arxiv.org/abs/1901.00138v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00138v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00138v3
On the Parameterized Cluster Editing with Vertex Splitting Problem,"['Faisal N. Abu-Khzam', 'Judith Egan', 'Serge Gaspers', 'Alexis Shaw', 'Peter Shaw']","In the Cluster Editing problem, a given graph is to be transformed into a
disjoint union of cliques via a minimum number of edge editing operations. In
this paper we introduce a new variant of Cluster Editing whereby a vertex can
be divided, or split, into two or more vertices thus allowing a single vertex
to belong to multiple clusters. This new problem, Cluster Editing with Vertex
Splitting, has applications in finding correlation clusters in discrete data,
including graphs obtained from Biological Network analysis. We initiate the
study of this new problem and show that it is fixed-parameter tractable when
parameterized by the total number of vertex splitting and edge editing
operations. In particular we obtain a 4k(k + 1) vertex kernel for the problem
and an $\Oh^*(2^{\Oh(k^2)})$ search algorithm.",,,,http://arxiv.org/abs/1901.00156v1,2019-01-01 14:28:31+00:00,2019-01-01 14:28:31+00:00,cs.CC,"['cs.CC', 'cs.DS']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00156v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00156v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00156v1
Supervised Multiscale Dimension Reduction for Spatial Interaction Networks,"['Shaobo Han', 'David B. Dunson']","We introduce a multiscale supervised dimension reduction method for SPatial
Interaction Network (SPIN) data, which consist of a collection of spatially
coordinated interactions. This type of predictor arises when the sampling unit
of data is composed of a collection of primitive variables, each of them being
essentially unique, so that it becomes necessary to group the variables in
order to simplify the representation and enhance interpretability. In this
paper, we introduce an empirical Bayes approach called spinlets, which first
constructs a partitioning tree to guide the reduction over multiple spatial
granularities, and then refines the representation of predictors according to
the relevance to the response. We consider an inverse Poisson regression model
and propose a new multiscale generalized double Pareto prior, which is induced
via a tree-structured parameter expansion scheme. Our approach is motivated by
an application in soccer analytics, in which we obtain compact vectorial
representations and readily interpretable visualizations of the complex network
objects, supervised by the response of interest.","30 pages, 12 figures, revised for clarity and conciseness",,,http://arxiv.org/abs/1901.00172v3,2019-06-08 20:28:55+00:00,2019-01-01 16:01:36+00:00,cs.LG,"['cs.LG', 'cs.SI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00172v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00172v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00172v3
Complementary reinforcement learning towards explainable agents,['Jung Hoon Lee'],"Reinforcement learning (RL) algorithms allow agents to learn skills and
strategies to perform complex tasks without detailed instructions or expensive
labelled training examples. That is, RL agents can learn, as we learn. Given
the importance of learning in our intelligence, RL has been thought to be one
of key components to general artificial intelligence, and recent breakthroughs
in deep reinforcement learning suggest that neural networks (NN) are natural
platforms for RL agents. However, despite the efficiency and versatility of
NN-based RL agents, their decision-making remains incomprehensible, reducing
their utilities. To deploy RL into a wider range of applications, it is
imperative to develop explainable NN-based RL agents. Here, we propose a method
to derive a secondary comprehensible agent from a NN-based RL agent, whose
decision-makings are based on simple rules. Our empirical evaluation of this
secondary agent's performance supports the possibility of building a
comprehensible and transparent agent using a NN-based RL agent.","14 pages, 5 figures",,,http://arxiv.org/abs/1901.00188v2,2019-01-24 02:29:24+00:00,2019-01-01 18:14:35+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00188v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00188v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00188v2
Tighter Problem-Dependent Regret Bounds in Reinforcement Learning without Domain Knowledge using Value Function Bounds,"['Andrea Zanette', 'Emma Brunskill']","Strong worst-case performance bounds for episodic reinforcement learning
exist but fortunately in practice RL algorithms perform much better than such
bounds would predict. Algorithms and theory that provide strong
problem-dependent bounds could help illuminate the key features of what makes a
RL problem hard and reduce the barrier to using RL algorithms in practice. As a
step towards this we derive an algorithm for finite horizon discrete MDPs and
associated analysis that both yields state-of-the art worst-case regret bounds
in the dominant terms and yields substantially tighter bounds if the RL
environment has small environmental norm, which is a function of the variance
of the next-state value functions. An important benefit of our algorithmic is
that it does not require apriori knowledge of a bound on the environmental
norm. As a result of our analysis, we also help address an open learning theory
question~\cite{jiang2018open} about episodic MDPs with a constant upper-bound
on the sum of rewards, providing a regret bound with no $H$-dependence in the
leading term that scales a polynomial function of the number of episodes.",Bug fixes,International Conference on Machine Learning 2019,,http://arxiv.org/abs/1901.00210v4,2019-11-01 20:35:28+00:00,2019-01-01 21:17:21+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00210v4', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00210v4', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00210v4
Clustering with Distributed Data,"['Soummya Kar', 'Brian Swenson']","We consider $K$-means clustering in networked environments (e.g., internet of
things (IoT) and sensor networks) where data is inherently distributed across
nodes and processing power at each node may be limited. We consider a
clustering algorithm referred to as networked $K$-means, or $NK$-means, which
relies only on local neighborhood information exchange. Information exchange is
limited to low-dimensional statistics and not raw data at the agents. The
proposed approach develops a parametric family of multi-agent clustering
objectives (parameterized by $\rho$) and associated distributed $NK$-means
algorithms (also parameterized by $\rho$). The $NK$-means algorithm with
parameter $\rho$ converges to a set of fixed points relative to the associated
multi-agent objective (designated as `generalized minima'). By appropriate
choice of $\rho$, the set of generalized minima may be brought arbitrarily
close to the set of Lloyd's minima. Thus, the $NK$-means algorithm may be used
to compute Lloyd's minima of the collective dataset up to arbitrary accuracy.",,,,http://arxiv.org/abs/1901.00214v1,2019-01-01 22:01:10+00:00,2019-01-01 22:01:10+00:00,cs.LG,"['cs.LG', 'math.OC', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00214v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00214v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00214v1
Opportunistic Learning: Budgeted Cost-Sensitive Learning from Data Streams,"['Mohammad Kachuee', 'Orpaz Goldstein', 'Kimmo Karkkainen', 'Sajad Darabi', 'Majid Sarrafzadeh']","In many real-world learning scenarios, features are only acquirable at a cost
constrained under a budget. In this paper, we propose a novel approach for
cost-sensitive feature acquisition at the prediction-time. The suggested method
acquires features incrementally based on a context-aware feature-value
function. We formulate the problem in the reinforcement learning paradigm, and
introduce a reward function based on the utility of each feature. Specifically,
MC dropout sampling is used to measure expected variations of the model
uncertainty which is used as a feature-value function. Furthermore, we suggest
sharing representations between the class predictor and value function
estimator networks. The suggested approach is completely online and is readily
applicable to stream learning setups. The solution is evaluated on three
different datasets including the well-known MNIST dataset as a benchmark as
well as two cost-sensitive datasets: Yahoo Learning to Rank and a dataset in
the medical domain for diabetes classification. According to the results, the
proposed method is able to efficiently acquire features and make accurate
predictions.",https://openreview.net/forum?id=S1eOHo09KX,"International Conference on Learning Representations (ICLR), 2019",,http://arxiv.org/abs/1901.00243v2,2019-02-18 02:42:39+00:00,2019-01-02 02:33:54+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.NE', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00243v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00243v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00243v2
Natively Interpretable Machine Learning and Artificial Intelligence: Preliminary Results and Future Directions,"['Christopher J. Hazard', 'Christopher Fusting', 'Michael Resnick', 'Michael Auerbach', 'Michael Meehan', 'Valeri Korobov']","Machine learning models have become more and more complex in order to better
approximate complex functions. Although fruitful in many domains, the added
complexity has come at the cost of model interpretability. The once popular
k-nearest neighbors (kNN) approach, which finds and uses the most similar data
for reasoning, has received much less attention in recent decades due to
numerous problems when compared to other techniques. We show that many of these
historical problems with kNN can be overcome, and our contribution has
applications not only in machine learning but also in online learning, data
synthesis, anomaly detection, model compression, and reinforcement learning,
without sacrificing interpretability. We introduce a synthesis between kNN and
information theory that we hope will provide a clear path towards models that
are innately interpretable and auditable. Through this work we hope to gather
interest in combining kNN with information theory as a promising path to fully
auditable machine learning and artificial intelligence.",16 pages,,,http://arxiv.org/abs/1901.00246v2,2019-01-18 16:35:42+00:00,2019-01-02 03:00:21+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00246v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00246v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00246v2
A Survey on Multi-output Learning,"['Donna Xu', 'Yaxin Shi', 'Ivor W. Tsang', 'Yew-Soon Ong', 'Chen Gong', 'Xiaobo Shen']","Multi-output learning aims to simultaneously predict multiple outputs given
an input. It is an important learning problem due to the pressing need for
sophisticated decision making in real-world applications. Inspired by big data,
the 4Vs characteristics of multi-output imposes a set of challenges to
multi-output learning, in terms of the volume, velocity, variety and veracity
of the outputs. Increasing number of works in the literature have been devoted
to the study of multi-output learning and the development of novel approaches
for addressing the challenges encountered. However, it lacks a comprehensive
overview on different types of challenges of multi-output learning brought by
the characteristics of the multiple outputs and the techniques proposed to
overcome the challenges. This paper thus attempts to fill in this gap to
provide a comprehensive review on this area. We first introduce different
stages of the life cycle of the output labels. Then we present the paradigm on
multi-output learning, including its myriads of output structures, definitions
of its different sub-problems, model evaluation metrics and popular data
repositories used in the study. Subsequently, we review a number of
state-of-the-art multi-output learning methods, which are categorized based on
the challenges.","Paper accepted by IEEE Transactions on Neural Networks and Learning
  Systems",,,http://arxiv.org/abs/1901.00248v2,2019-10-13 10:59:28+00:00,2019-01-02 03:10:24+00:00,cs.LG,"['cs.LG', 'cs.CV', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00248v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00248v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00248v2
Learning Humanoid Robot Motions Through Deep Neural Networks,"['Luckeciano Carvalho Melo', 'Marcos Ricardo Omena Albuquerque Maximo', 'Adilson Marques da Cunha']","Controlling a high degrees of freedom humanoid robot is acknowledged as one
of the hardest problems in Robotics. Due to the lack of mathematical models, an
approach frequently employed is to rely on human intuition to design keyframe
movements by hand, usually aided by graphical tools. In this paper, we propose
a learning framework based on neural networks in order to mimic humanoid robot
movements. The developed technique does not make any assumption about the
underlying implementation of the movement, therefore both keyframe and
model-based motions may be learned. The framework was applied in the RoboCup 3D
Soccer Simulation domain and promising results were obtained using the same
network architecture for several motions, even when copying motions from
another teams.",,,,http://arxiv.org/abs/1901.00270v1,2019-01-02 05:46:52+00:00,2019-01-02 05:46:52+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://arxiv.org/abs/1901.00270v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00270v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00270v1
Multi-level CNN for lung nodule classification with Gaussian Process assisted hyperparameter optimization,"['Miao Zhang', 'Huiqi Li', 'Juan Lyu', 'Sai Ho Ling', 'Steven Su']","This paper investigates lung nodule classification by using deep neural
networks (DNNs). Hyperparameter optimization in DNNs is a computationally
expensive problem, where evaluating a hyperparameter configuration may take
several hours or even days. Bayesian optimization has been recently introduced
for the automatically searching of optimal hyperparameter configurations of
DNNs. It applies probabilistic surrogate models to approximate the validation
error function of hyperparameter configurations, such as Gaussian processes,
and reduce the computational complexity to a large extent. However, most
existing surrogate models adopt stationary covariance functions to measure the
difference between hyperparameter points based on spatial distance without
considering its spatial locations. This distance-based assumption together with
the condition of constant smoothness throughout the whole hyperparameter search
space clearly violates the property that the points far away from optimal
points usually get similarly poor performance even though each two of them have
huge spatial distance between them. In this paper, a non-stationary kernel is
proposed which allows the surrogate model to adapt to functions whose
smoothness varies with the spatial location of inputs, and a multi-level
convolutional neural network (ML-CNN) is built for lung nodule classification
whose hyperparameter configuration is optimized by using the proposed
non-stationary kernel based Gaussian surrogate model. Our algorithm searches
the surrogate for optimal setting via hyperparameter importance based
evolutionary strategy, and the experiments demonstrate our algorithm
outperforms manual tuning and well-established hyperparameter optimization
methods such as Random search, Gaussian processes with stationary kernels, and
recently proposed Hyperparameter Optimization via RBF and Dynamic coordinate
search.",,,,http://arxiv.org/abs/1901.00276v1,2019-01-02 06:20:04+00:00,2019-01-02 06:20:04+00:00,cs.LG,"['cs.LG', 'eess.IV']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00276v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00276v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00276v1
Elimination of All Bad Local Minima in Deep Learning,"['Kenji Kawaguchi', 'Leslie Pack Kaelbling']","In this paper, we theoretically prove that adding one special neuron per
output unit eliminates all suboptimal local minima of any deep neural network,
for multi-class classification, binary classification, and regression with an
arbitrary loss function, under practical assumptions. At every local minimum of
any deep neural network with these added neurons, the set of parameters of the
original neural network (without added neurons) is guaranteed to be a global
minimum of the original neural network. The effects of the added neurons are
proven to automatically vanish at every local minimum. Moreover, we provide a
novel theoretical characterization of a failure mode of eliminating suboptimal
local minima via an additional theorem and several examples. This paper also
introduces a novel proof technique based on the perturbable gradient basis
(PGB) necessary condition of local minima, which provides new insight into the
elimination of local minima and is applicable to analyze various models and
transformations of objective functions beyond the elimination of local minima.",Accepted to appear in AISTATS 2020,,,http://arxiv.org/abs/1901.00279v2,2020-01-15 22:20:50+00:00,2019-01-02 06:40:36+00:00,cs.LG,"['cs.LG', 'cs.NE', 'math.OC', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00279v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00279v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00279v2
Ethically Aligned Opportunistic Scheduling for Productive Laziness,"['Han Yu', 'Chunyan Miao', 'Yongqing Zheng', 'Lizhen Cui', 'Simon Fauvel', 'Cyril Leung']","In artificial intelligence (AI) mediated workforce management systems (e.g.,
crowdsourcing), long-term success depends on workers accomplishing tasks
productively and resting well. This dual objective can be summarized by the
concept of productive laziness. Existing scheduling approaches mostly focus on
efficiency but overlook worker wellbeing through proper rest. In order to
enable workforce management systems to follow the IEEE Ethically Aligned Design
guidelines to prioritize worker wellbeing, we propose a distributed
Computational Productive Laziness (CPL) approach in this paper. It
intelligently recommends personalized work-rest schedules based on local data
concerning a worker's capabilities and situational factors to incorporate
opportunistic resting and achieve superlinear collective productivity without
the need for explicit coordination messages. Extensive experiments based on a
real-world dataset of over 5,000 workers demonstrate that CPL enables workers
to spend 70% of the effort to complete 90% of the tasks on average, providing
more ethically aligned scheduling than existing approaches.",,"Proceedings of the 2nd AAAI/ACM Conference on Artificial
  Intelligence, Ethics, and Society (AIES-19), 2019",,http://arxiv.org/abs/1901.00298v1,2019-01-02 09:01:07+00:00,2019-01-02 09:01:07+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://arxiv.org/abs/1901.00298v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00298v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00298v1
Warm-starting Contextual Bandits: Robustly Combining Supervised and Bandit Feedback,"['Chicheng Zhang', 'Alekh Agarwal', 'Hal Daumé III', 'John Langford', 'Sahand N Negahban']","We investigate the feasibility of learning from a mix of both fully-labeled
supervised data and contextual bandit data. We specifically consider settings
in which the underlying learning signal may be different between these two data
sources. Theoretically, we state and prove no-regret algorithms for learning
that is robust to misaligned cost distributions between the two sources.
Empirically, we evaluate some of these algorithms on a large selection of
datasets, showing that our approach is both feasible and helpful in practice.","42 pages, 21 figures, ICML 2019",,,http://arxiv.org/abs/1901.00301v2,2019-06-21 19:25:56+00:00,2019-01-02 09:15:02+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00301v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00301v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00301v2
"KI, Philosophie, Logik",['Karl Schlechta'],"This is a short (and personal) introduction in German to the connections
between artificial intelligence, philosophy, and logic, and to the author's
work.
  Dies ist eine kurze (und persoenliche) Einfuehrung in die Zusammenhaenge
zwischen Kuenstlicher Intelligenz, Philosophie, und Logik, und in die Arbeiten
des Autors.",in German,,,http://arxiv.org/abs/1901.00365v1,2018-12-27 10:29:47+00:00,2018-12-27 10:29:47+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://arxiv.org/abs/1901.00365v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00365v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00365v1
Optimizing Bit-Serial Matrix Multiplication for Reconfigurable Computing,"['Yaman Umuroglu', 'Davide Conficconi', 'Lahiru Rasnayake', 'Thomas B. Preusser', 'Magnus Sjalander']","Matrix-matrix multiplication is a key computational kernel for numerous
applications in science and engineering, with ample parallelism and data
locality that lends itself well to high-performance implementations. Many
matrix multiplication-dependent applications can use reduced-precision integer
or fixed-point representations to increase their performance and energy
efficiency while still offering adequate quality of results. However, precision
requirements may vary between different application phases or depend on input
data, rendering constant-precision solutions ineffective. BISMO, a vectorized
bit-serial matrix multiplication overlay for reconfigurable computing,
previously utilized the excellent binary-operation performance of FPGAs to
offer a matrix multiplication performance that scales with required precision
and parallelism. We show how BISMO can be scaled up on Xilinx FPGAs using an
arithmetic architecture that better utilizes 6-LUTs. The improved BISMO
achieves a peak performance of 15.4 binary TOPS on the Ultra96 board with a
Xilinx UltraScale+ MPSoC.","Invited paper at ACM TRETS as extension of FPL'18 paper
  arXiv:1806.08862",,10.1145/3337929,http://arxiv.org/abs/1901.00370v2,2019-06-11 11:12:17+00:00,2019-01-02 14:05:48+00:00,cs.AR,['cs.AR'],"[arxiv.Result.Link('http://dx.doi.org/10.1145/3337929', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/1901.00370v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00370v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00370v2
A Full Probabilistic Model for Yes/No Type Crowdsourcing in Multi-Class Classification,"['Belen Saldias', 'Pavlos Protopapas', 'Karim Pichara']","Crowdsourcing has become widely used in supervised scenarios where training
sets are scarce and difficult to obtain. Most crowdsourcing models in the
literature assume labelers can provide answers to full questions. In
classification contexts, full questions require a labeler to discern among all
possible classes. Unfortunately, discernment is not always easy in realistic
scenarios. Labelers may not be experts in differentiating all classes. In this
work, we provide a full probabilistic model for a shorter type of queries. Our
shorter queries only require ""yes"" or ""no"" responses. Our model estimates a
joint posterior distribution of matrices related to labelers' confusions and
the posterior probability of the class of every object. We developed an
approximate inference approach, using Monte Carlo Sampling and Black Box
Variational Inference, which provides the derivation of the necessary
gradients. We built two realistic crowdsourcing scenarios to test our model.
The first scenario queries for irregular astronomical time-series. The second
scenario relies on the image classification of animals. We achieved results
that are comparable with those of full query crowdsourcing. Furthermore, we
show that modeling labelers' failures plays an important role in estimating
true classes. Finally, we provide the community with two real datasets obtained
from our crowdsourcing experiments. All our code is publicly available.","SIAM International Conference on Data Mining (SDM19), 9 official
  pages, 5 supplementary pages","Proceedings of the 2019 SIAM International Conference on Data
  Mining",10.1137/1.9781611975673.85,http://arxiv.org/abs/1901.00397v3,2019-08-14 02:57:47+00:00,2019-01-02 14:40:10+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://dx.doi.org/10.1137/1.9781611975673.85', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/1901.00397v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00397v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00397v3
The capacity of feedforward neural networks,"['Pierre Baldi', 'Roman Vershynin']","A long standing open problem in the theory of neural networks is the
development of quantitative methods to estimate and compare the capabilities of
different architectures. Here we define the capacity of an architecture by the
binary logarithm of the number of functions it can compute, as the synaptic
weights are varied. The capacity provides an upper bound on the number of bits
that can be extracted from the training data and stored in the architecture
during learning. We study the capacity of layered, fully-connected,
architectures of linear threshold neurons with $L$ layers of size $n_1,n_2,
\ldots, n_L$ and show that in essence the capacity is given by a cubic
polynomial in the layer sizes: $C(n_1,\ldots, n_L)=\sum_{k=1}^{L-1}
\min(n_1,\ldots,n_k)n_kn_{k+1}$, where layers that are smaller than all
previous layers act as bottlenecks. In proving the main result, we also develop
new techniques (multiplexing, enrichment, and stacking) as well as new bounds
on the capacity of finite sets. We use the main result to identify
architectures with maximal or minimal capacity under a number of natural
constraints. This leads to the notion of structural regularization for deep
architectures. While in general, everything else being equal, shallow networks
compute more functions than deep networks, the functions computed by deep
networks are more regular and ""interesting"".",49 pages. Introduction is expanded and conclusion is added,,,http://arxiv.org/abs/1901.00434v2,2019-03-27 21:06:06+00:00,2019-01-02 16:05:28+00:00,cs.LG,"['cs.LG', 'cs.NE', 'math.CO', 'stat.ML', '68Q32, 06E30, 92B20']","[arxiv.Result.Link('http://arxiv.org/abs/1901.00434v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/1901.00434v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/1901.00434v2
